ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PPG,IH,CG,PSM,PSG,CAND_IND1,CAND_IND2,CAND_IND4,CAND_IND5,CAND_IND7,CAND_IND8,CAND_IND9,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM,MORENA_ES,PAN_PRD,PRD_MC,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2208,4,110,520,113,146,15,98,87,147,7,14,6,15,2,0,0,0,0,0,0,0,0,9,2,8,1,26,3,0,0,1329,0,149,1478,2362,13,329,507,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2209,2,48,186,52,26,14,85,25,55,7,5,2,8,1,1,0,0,0,0,0,0,0,7,5,4,2,12,1,0,0,546,0,73,619,1043,17,237,468,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2210,2,38,245,55,19,12,85,10,27,4,4,0,6,1,0,0,0,0,0,0,0,0,6,1,1,1,11,4,0,0,530,0,54,584,863,15,237,467,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2211,1,66,77,65,4,3,3,12,45,1,4,1,0,2,0,0,0,0,0,0,0,0,6,3,0,1,1,0,0,0,294,0,15,309,540,12,282,485,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2212,1,32,44,5,2,2,0,4,33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,126,0,4,130,270,0,389,722,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2213,2,61,130,20,18,5,5,13,60,1,7,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,0,0,332,0,28,360,800,31,431,722,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2214,1,8,33,2,1,1,3,3,4,0,0,5,8,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,74,0,4,78,119,11,274,591,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2215,1,94,77,18,5,13,1,7,40,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,265,0,20,285,589,16,341,591,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2216,1,38,44,13,0,1,0,1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,114,0,11,125,296,27,345,591,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2217,1,47,74,5,3,6,2,2,24,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,174,0,11,185,431,22,314,590,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2218,1,44,58,6,1,11,3,4,58,0,1,10,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,202,0,3,205,420,3,92,163,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2219,1,48,32,74,0,0,4,2,25,4,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,196,0,18,214,368,2,175,296,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2220,1,15,97,3,4,1,2,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,134,0,2,136,304,0,82,153,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2221,1,46,41,4,2,4,0,5,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,11,128,283,18,199,316,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2222,3,349,153,72,55,18,55,126,145,11,72,10,6,2,2,0,0,0,0,0,0,0,6,4,1,1,5,0,0,0,1093,0,51,1144,1882,1,105,185,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2177,B,1,0,B,43,57,8,6,4,5,21,23,3,26,3,1,0,1,,,,,,,,1,1,0,0,1,1,,,205,1,12,218,401,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2177,C,1,0,C01,46,57,7,16,1,5,21,32,0,24,5,1,1,1,,,,,,,,1,1,0,0,3,0,,,222,0,11,233,400,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2178,B,1,0,B,68,35,17,2,5,1,10,21,1,17,3,29,0,0,,,,,,,,1,1,1,0,2,0,,,214,0,9,223,366,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2179,B,1,0,B,26,51,12,11,3,4,22,42,2,24,0,17,2,0,,,,,,,,1,0,1,0,0,1,,,219,0,6,225,359,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2180,B,1,0,B,47,92,11,16,5,17,6,14,0,26,0,2,0,0,,,,,,,,1,1,0,0,4,0,,,242,0,16,258,454,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2180,C,1,0,C01,57,80,0,12,5,25,24,1,0,0,3,1,0,5,,,,,,,,0,0,0,0,0,0,,,213,0,22,235,453,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2181,B,1,0,B,42,26,8,9,38,1,8,23,1,1,8,14,1,0,,,,,,,,0,0,0,0,0,0,,,180,0,18,198,443,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2182,B,1,0,B,75,66,19,27,3,11,49,48,4,24,1,1,2,0,,,,,,,,1,0,0,0,0,0,,,331,0,11,342,575,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2182,C,1,0,C01,104,69,28,19,2,17,31,40,3,30,6,1,5,0,,,,,,,,0,0,0,0,0,0,,,355,0,17,372,575,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2183,B,1,0,B,50,21,5,23,3,5,20,26,3,19,2,1,7,0,,,,,,,,2,0,0,0,2,0,,,189,0,10,199,349,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2183,E,1,0,E01,81,56,8,7,1,12,43,49,2,74,8,2,10,0,,,,,,,,1,1,0,1,2,1,,,359,0,7,366,585,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2184,B,1,0,B,55,82,6,25,19,5,18,47,0,34,0,10,1,0,,,,,,,,2,1,0,0,0,0,,,305,0,14,319,505,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2185,B,1,0,B,55,40,0,9,29,4,34,16,2,4,0,3,0,0,,,,,,,,3,0,0,0,0,1,,,200,0,9,209,398,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2186,B,1,0,B,25,10,4,3,9,1,5,24,1,3,0,4,0,0,,,,,,,,1,0,0,0,0,0,,,90,0,13,103,150,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2187,B,1,0,B,35,14,2,4,15,1,6,10,2,8,18,2,0,0,,,,,,,,1,0,0,0,0,0,,,118,0,4,122,187,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2188,B,1,0,B,31,17,10,1,2,1,6,6,0,4,0,4,0,0,,,,,,,,2,0,0,0,0,0,,,84,0,0,84,121,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2189,B,1,0,B,35,8,13,3,2,1,6,8,0,9,0,2,0,0,,,,,,,,0,0,1,0,0,0,,,88,0,6,94,145,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2190,B,1,0,B,21,32,3,17,0,0,11,8,0,7,0,22,0,0,,,,,,,,0,0,0,0,5,1,,,127,0,5,132,212,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2191,B,1,0,B,73,63,15,7,10,1,13,58,4,39,1,25,0,0,,,,,,,,0,1,0,0,0,1,,,311,0,10,321,602,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2191,C,1,0,C01,39,82,22,8,16,3,7,51,4,28,2,24,2,0,,,,,,,,1,0,0,0,3,1,,,293,0,17,310,601,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2191,C,2,0,C02,65,78,16,11,27,2,11,58,5,28,2,25,1,0,,,,,,,,0,2,0,0,1,0,,,332,2,8,342,601,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2192,B,1,0,B,14,28,16,20,17,2,17,43,1,52,4,8,0,0,,,,,,,,1,0,0,0,0,0,,,223,0,16,239,360,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2193,B,1,0,B,126,66,11,12,6,7,47,72,1,33,4,7,0,0,,,,,,,,1,3,0,0,2,2,,,400,0,21,421,670,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2194,B,1,0,B,160,24,3,5,14,1,98,27,1,14,0,3,1,0,,,,,,,,3,0,0,0,1,0,,,355,0,16,371,525,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2195,B,1,0,B,83,100,24,11,5,18,70,79,0,28,9,25,6,0,,,,,,,,4,1,2,1,0,0,,,466,0,21,487,729,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2195,C,1,0,C01,77,102,8,21,3,12,73,75,6,26,3,15,5,0,,,,,,,,3,1,3,0,0,0,,,433,0,18,451,729,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2195,C,2,0,C02,86,113,10,25,5,20,64,68,5,36,11,29,13,0,,,,,,,,0,3,0,0,1,0,,,489,0,20,509,728,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2196,B,1,0,B,41,77,8,9,1,6,109,52,1,38,2,11,0,0,,,,,,,,2,0,0,0,1,1,,,359,0,15,374,577,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2196,C,1,0,C01,47,91,8,9,3,6,89,26,3,34,8,6,3,0,,,,,,,,0,0,0,0,4,0,,,337,0,15,352,577,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2197,B,1,0,B,60,35,32,5,4,5,83,29,1,12,1,8,0,0,,,,,,,,1,1,0,1,1,1,,,280,0,20,300,508,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2198,B,1,0,B,63,49,5,16,0,4,78,50,4,48,3,3,0,0,,,,,,,,0,0,0,0,0,2,,,325,0,15,340,532,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2199,B,1,0,B,53,92,45,24,6,1,32,33,3,34,16,8,1,0,,,,,,,,0,0,0,1,2,0,,,351,0,23,374,542,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2200,B,1,0,B,37,45,14,3,5,1,23,48,4,30,0,7,0,1,,,,,,,,0,0,0,0,2,0,,,220,0,14,234,335,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2201,B,1,0,B,133,147,18,9,7,2,23,29,5,30,1,21,0,1,,,,,,,,1,0,0,1,1,0,,,429,0,9,438,741,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2202,B,1,0,B,17,30,1,3,0,7,3,11,7,0,0,0,0,0,,,,,,,,1,0,2,1,0,0,,,83,0,1,84,107,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2203,B,1,0,B,85,74,22,2,8,2,6,33,2,18,0,15,0,0,,,,,,,,0,1,0,0,0,0,,,268,0,24,292,611,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2203,C,1,0,C01,99,84,45,7,11,1,6,44,4,13,0,21,0,0,,,,,,,,0,0,1,1,1,1,,,339,0,15,354,611,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2204,B,1,0,B,33,87,8,10,13,2,4,53,0,7,26,2,0,0,,,,,,,,1,1,0,0,1,0,,,248,0,10,258,497,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2205,B,1,0,B,75,91,15,15,7,9,15,81,2,20,1,19,1,1,,,,,,,,1,1,0,0,3,3,,,360,0,25,385,611,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2205,C,1,0,C01,103,66,27,19,2,7,12,100,7,21,1,11,0,0,,,,,,,,4,2,0,0,0,1,,,383,0,18,401,611,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2206,B,1,0,B,126,82,10,3,5,2,15,52,2,6,0,8,1,0,,,,,,,,3,0,0,0,2,0,,,317,0,15,332,505,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2206,C,1,0,C01,99,65,7,10,3,6,17,35,1,11,0,29,0,0,,,,,,,,2,0,1,0,1,0,,,287,0,17,304,504,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2207,B,1,0,B,134,122,71,3,6,3,31,71,1,2,12,1,0,0,,,,,,,,3,0,0,0,2,1,,,463,0,25,488,689,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2207,C,1,0,C01,115,104,15,9,6,0,44,47,3,24,1,7,1,1,,,,,,,,2,1,0,0,2,2,,,384,0,18,402,688,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2208,B,1,0,B,18,122,30,34,2,24,34,41,3,7,1,6,0,0,,,,,,,,1,1,1,0,10,2,,,337,0,35,372,591,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2208,C,1,0,C01,26,153,38,46,7,25,12,36,1,2,3,0,2,0,,,,,,,,0,0,0,0,0,0,,,351,0,28,379,591,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2208,C,2,0,C02,39,119,21,27,4,25,20,32,1,1,1,3,0,0,,,,,,,,4,0,0,0,9,0,,,306,0,45,351,590,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2208,C,3,0,C03,27,126,24,39,2,24,21,38,2,4,1,6,0,0,,,,,,,,4,1,7,1,7,1,,,335,0,41,376,590,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2209,B,1,0,B,25,90,27,13,8,48,13,31,4,4,1,4,1,1,,,,,,,,5,3,3,0,8,0,,,289,0,34,323,522,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2209,C,1,0,C01,23,96,25,13,6,37,12,24,3,1,1,4,0,0,,,,,,,,2,2,1,2,4,1,,,257,0,39,296,521,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2210,B,1,0,B,17,120,33,8,8,41,5,13,2,2,0,0,1,0,,,,,,,,3,1,0,1,5,4,,,264,0,22,286,432,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2210,C,1,0,C01,21,125,22,11,4,44,5,14,2,2,0,6,0,0,,,,,,,,3,0,1,0,6,0,,,266,0,32,298,431,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2211,B,1,0,B,66,77,65,4,3,3,12,45,1,4,1,0,2,0,,,,,,,,6,3,0,1,1,0,,,294,0,15,309,540,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2212,B,1,0,B,32,44,5,2,2,0,4,33,1,2,0,0,0,0,,,,,,,,0,0,0,0,1,0,,,126,0,4,130,270,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2213,B,1,0,B,31,77,13,9,2,5,6,30,1,6,0,0,0,0,,,,,,,,1,0,0,0,0,0,,,181,0,11,192,400,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2213,C,1,0,C01,30,53,7,9,3,0,7,30,0,1,0,3,0,0,,,,,,,,2,2,0,0,4,0,,,151,0,17,168,400,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2214,B,1,0,B,8,33,2,1,1,3,3,4,0,0,5,8,0,0,,,,,,,,1,0,1,1,3,0,,,74,0,4,78,119,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2215,B,1,0,B,94,77,18,5,13,1,7,40,2,4,0,0,0,0,,,,,,,,1,1,0,0,2,0,,,265,0,20,285,589,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2216,B,1,0,B,38,44,13,0,1,0,1,11,0,2,0,0,0,0,,,,,,,,2,1,1,0,0,0,,,114,0,11,125,296,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2217,B,1,0,B,47,74,5,3,6,2,2,24,1,5,0,0,0,0,,,,,,,,2,0,0,0,2,1,,,174,0,11,185,431,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2218,B,1,0,B,44,58,6,1,11,3,4,58,0,1,10,1,0,0,,,,,,,,1,0,1,0,2,1,,,202,0,3,205,420,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2219,B,1,0,B,48,32,74,0,0,4,2,25,4,1,0,1,0,0,,,,,,,,0,3,0,0,2,0,,,196,0,18,214,368,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2220,B,1,0,B,15,97,3,4,1,2,1,8,2,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,,,134,0,2,136,304,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2221,B,1,0,B,46,41,4,2,4,0,5,13,0,1,1,0,0,0,,,,,,,,0,0,0,0,0,0,,,117,0,11,128,283,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2222,B,1,0,B,117,64,24,18,12,19,27,48,1,22,2,3,2,0,,,,,,,,3,0,1,0,2,0,,,365,0,13,378,628,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2222,C,1,0,C01,110,53,29,24,2,14,51,54,4,30,1,1,0,0,,,,,,,,2,2,0,1,0,0,,,378,0,15,393,627,Acta casilla,,,
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2222,C,2,0,C02,122,36,19,13,4,22,48,43,6,20,7,2,0,2,,,,,,,,1,2,0,0,3,0,,,350,0,23,373,627,Acta casilla,,,
